agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker,bucket_time,create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
80233642,0.0742,2445.0,261935960,261935964,2026-01-01 00:06:44.698,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233643,0.0742,141.0,261935965,261935965,2026-01-01 00:07:01.910,True,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233644,0.0742,10773.0,261935966,261935970,2026-01-01 00:07:02.461,True,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233645,0.0741,69.0,261935971,261935971,2026-01-01 00:07:04.976,True,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233646,0.0742,357.0,261935972,261935972,2026-01-01 00:07:10.517,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233647,0.0742,4556.0,261935973,261935973,2026-01-01 00:07:11.059,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233648,0.0742,6460.0,261935974,261935979,2026-01-01 00:07:25.178,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233649,0.0742,6409.0,261935980,261935985,2026-01-01 00:07:30.309,True,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233650,0.0742,1918.0,261935986,261935986,2026-01-01 00:07:38.227,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233651,0.0742,1791.0,261935987,261935987,2026-01-01 00:07:39.080,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233652,0.0742,1078.0,261935988,261935989,2026-01-01 00:07:39.953,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233653,0.0742,1078.0,261935990,261935990,2026-01-01 00:07:40.055,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233654,0.0742,1063.0,261935991,261935991,2026-01-01 00:07:40.179,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233655,0.0742,2026.0,261935992,261935994,2026-01-01 00:07:40.896,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233656,0.0742,5243.0,261935995,261935998,2026-01-01 00:07:47.780,True,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233657,0.0742,44687.0,261935999,261936003,2026-01-01 00:07:47.787,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233658,0.0742,264.0,261936004,261936004,2026-01-01 00:07:47.864,True,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233659,0.0742,284.0,261936005,261936005,2026-01-01 00:08:01.277,True,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233660,0.0743,18878.0,261936006,261936014,2026-01-01 00:08:09.017,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233661,0.0743,322.0,261936015,261936015,2026-01-01 00:08:10.513,True,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233662,0.0744,4556.0,261936016,261936017,2026-01-01 00:08:23.310,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233663,0.0744,123.0,261936018,261936018,2026-01-01 00:08:47.358,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233664,0.0744,100.0,261936019,261936019,2026-01-01 00:09:27.982,False,2026-01-01 00:05:00,2026-01-01 00:05:00,POPCATUSDT,45313553.0,3370844.39445396,2.02141901,1.880158,2.02681661,1.083227
80233665,0.0744,109.0,261936020,261936020,2026-01-01 00:10:08.491,False,2026-01-01 00:10:00,2026-01-01 00:10:00,POPCATUSDT,45252315.0,3365521.00949025,2.03087248,1.881786,2.03119584,1.265892
80233666,0.0744,104.0,261936021,261936021,2026-01-01 00:10:20.181,False,2026-01-01 00:10:00,2026-01-01 00:10:00,POPCATUSDT,45252315.0,3365521.00949025,2.03087248,1.881786,2.03119584,1.265892
