agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker,bucket_time,create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
80244662,0.0742,2.0,261953503,261953503,2026-01-01 11:32:04.861,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244663,0.0742,2.0,261953504,261953504,2026-01-01 11:32:06.128,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244664,0.0742,2.0,261953505,261953505,2026-01-01 11:32:07.333,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244665,0.0742,5.0,261953506,261953506,2026-01-01 11:32:08.579,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244666,0.0742,4.0,261953507,261953507,2026-01-01 11:32:09.741,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244667,0.0742,3.0,261953508,261953508,2026-01-01 11:32:11.233,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244668,0.0742,4.0,261953509,261953509,2026-01-01 11:32:12.631,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244669,0.0742,4.0,261953510,261953510,2026-01-01 11:32:15.228,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244670,0.0742,3.0,261953511,261953511,2026-01-01 11:32:16.504,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244671,0.0742,5.0,261953512,261953512,2026-01-01 11:32:18.368,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244672,0.0742,4.0,261953513,261953513,2026-01-01 11:32:19.721,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244673,0.0742,3.0,261953514,261953514,2026-01-01 11:32:21.489,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244674,0.0742,3.0,261953515,261953515,2026-01-01 11:32:22.415,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244675,0.0741,92.0,261953516,261953516,2026-01-01 11:32:23.710,True,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244676,0.0742,3.0,261953517,261953517,2026-01-01 11:32:23.764,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244677,0.0742,3.0,261953518,261953518,2026-01-01 11:32:25.691,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244678,0.0742,2.0,261953519,261953519,2026-01-01 11:32:30.274,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244679,0.0742,5.0,261953520,261953520,2026-01-01 11:32:31.826,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244680,0.0742,3.0,261953521,261953521,2026-01-01 11:32:33.433,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244681,0.0742,4.0,261953522,261953522,2026-01-01 11:32:34.565,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244682,0.0742,5.0,261953523,261953523,2026-01-01 11:32:37.032,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244683,0.0742,2.0,261953524,261953524,2026-01-01 11:32:38.782,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244684,0.0742,2.0,261953525,261953525,2026-01-01 11:32:39.923,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244685,0.0742,4.0,261953526,261953526,2026-01-01 11:32:42.996,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244686,0.0742,4.0,261953527,261953527,2026-01-01 11:32:44.763,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244687,0.0742,3.0,261953528,261953528,2026-01-01 11:32:46.351,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244688,0.0742,2993.0,261953529,261953530,2026-01-01 11:32:46.517,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244689,0.0742,4.0,261953531,261953531,2026-01-01 11:32:48.112,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244690,0.0742,3.0,261953532,261953532,2026-01-01 11:32:49.191,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244691,0.0742,3.0,261953533,261953533,2026-01-01 11:32:52.627,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244692,0.0742,3.0,261953534,261953534,2026-01-01 11:32:55.130,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244693,0.0742,4.0,261953535,261953535,2026-01-01 11:32:56.957,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244694,0.0742,2.0,261953536,261953536,2026-01-01 11:32:58.413,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244695,0.0742,3.0,261953537,261953537,2026-01-01 11:32:59.552,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244696,0.0742,4.0,261953538,261953538,2026-01-01 11:33:01.134,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244697,0.0742,272.0,261953539,261953539,2026-01-01 11:33:01.313,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244698,0.0742,4.0,261953540,261953540,2026-01-01 11:33:02.418,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244699,0.0742,4.0,261953541,261953541,2026-01-01 11:33:04.416,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244700,0.0742,3.0,261953542,261953542,2026-01-01 11:33:08.312,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244701,0.0742,4.0,261953543,261953543,2026-01-01 11:33:09.341,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244702,0.0742,3.0,261953544,261953544,2026-01-01 11:33:10.961,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244703,0.0742,2.0,261953545,261953545,2026-01-01 11:33:15.204,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244704,0.0742,3.0,261953546,261953546,2026-01-01 11:33:17.144,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244705,0.0742,3.0,261953547,261953547,2026-01-01 11:33:20.835,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244706,0.0742,4.0,261953548,261953548,2026-01-01 11:33:22.867,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244707,0.0742,3.0,261953549,261953549,2026-01-01 11:33:24.234,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244708,0.0742,2.0,261953550,261953550,2026-01-01 11:33:26.645,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244709,0.0742,2.0,261953551,261953551,2026-01-01 11:33:27.993,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244710,0.0742,4.0,261953552,261953552,2026-01-01 11:33:29.134,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244711,0.0742,2.0,261953553,261953553,2026-01-01 11:33:30.401,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244712,0.0742,4.0,261953554,261953554,2026-01-01 11:33:32.216,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244713,0.0742,1.0,261953555,261953555,2026-01-01 11:33:33.550,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244714,0.0742,4.0,261953556,261953556,2026-01-01 11:33:34.784,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244715,0.0742,2.0,261953557,261953557,2026-01-01 11:33:36.020,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244716,0.0742,2.0,261953558,261953558,2026-01-01 11:33:41.304,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244717,0.0742,2.0,261953559,261953559,2026-01-01 11:33:43.426,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244718,0.0742,3.0,261953560,261953560,2026-01-01 11:33:44.836,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244719,0.0742,3.0,261953561,261953561,2026-01-01 11:33:46.667,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244720,0.0742,1.0,261953562,261953562,2026-01-01 11:33:47.705,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244721,0.0742,3.0,261953563,261953563,2026-01-01 11:33:49.438,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244722,0.0742,2.0,261953564,261953564,2026-01-01 11:33:50.992,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244723,0.0742,2.0,261953565,261953565,2026-01-01 11:33:52.753,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244724,0.0742,3.0,261953566,261953566,2026-01-01 11:33:53.899,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244725,0.0742,2.0,261953567,261953567,2026-01-01 11:33:56.071,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244726,0.0742,3.0,261953568,261953568,2026-01-01 11:33:57.445,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244727,0.0742,2.0,261953569,261953569,2026-01-01 11:33:59.227,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244728,0.0742,3.0,261953570,261953570,2026-01-01 11:34:00.328,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244729,0.0741,3.0,261953571,261953571,2026-01-01 11:34:00.390,True,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244730,0.0742,260.0,261953572,261953572,2026-01-01 11:34:01.138,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244731,0.0742,3.0,261953573,261953573,2026-01-01 11:34:01.393,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244732,0.0742,2.0,261953574,261953574,2026-01-01 11:34:02.609,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244733,0.0742,3.0,261953575,261953575,2026-01-01 11:34:03.596,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244734,0.0742,3.0,261953576,261953576,2026-01-01 11:34:05.495,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244735,0.0742,2.0,261953577,261953577,2026-01-01 11:34:06.454,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244736,0.0742,3.0,261953578,261953578,2026-01-01 11:34:08.960,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244737,0.0742,3.0,261953579,261953579,2026-01-01 11:34:10.068,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244738,0.0742,3.0,261953580,261953580,2026-01-01 11:34:11.869,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244739,0.0742,2.0,261953581,261953581,2026-01-01 11:34:13.594,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244740,0.0742,2.0,261953582,261953582,2026-01-01 11:34:15.841,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244741,0.0742,3.0,261953583,261953583,2026-01-01 11:34:19.216,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244742,0.0742,2.0,261953584,261953584,2026-01-01 11:34:21.862,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244743,0.0742,2.0,261953585,261953585,2026-01-01 11:34:23.815,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244744,0.0742,1.0,261953586,261953586,2026-01-01 11:34:26.005,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244745,0.0742,2.0,261953587,261953587,2026-01-01 11:34:27.195,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244746,0.0742,1.0,261953588,261953588,2026-01-01 11:34:28.630,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244747,0.0742,326.0,261953589,261953589,2026-01-01 11:34:28.800,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244748,0.0742,1.0,261953590,261953590,2026-01-01 11:34:29.951,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244749,0.0742,3.0,261953591,261953591,2026-01-01 11:34:31.521,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244750,0.0742,2.0,261953592,261953592,2026-01-01 11:34:34.063,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244751,0.0742,2.0,261953593,261953593,2026-01-01 11:34:36.380,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244752,0.0742,710.0,261953594,261953595,2026-01-01 11:34:37.406,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244753,0.0742,2.0,261953596,261953596,2026-01-01 11:34:40.060,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244754,0.0742,3.0,261953597,261953597,2026-01-01 11:34:41.235,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244755,0.0742,2.0,261953598,261953598,2026-01-01 11:34:42.551,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244756,0.0742,2.0,261953599,261953599,2026-01-01 11:34:45.522,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244757,0.0742,2.0,261953600,261953600,2026-01-01 11:34:46.856,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244758,0.0742,2.0,261953601,261953601,2026-01-01 11:34:48.501,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244759,0.0742,1.0,261953602,261953602,2026-01-01 11:34:49.961,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244760,0.0742,2.0,261953603,261953603,2026-01-01 11:34:51.051,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244761,0.0742,1.0,261953604,261953604,2026-01-01 11:34:54.151,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244762,0.0742,3.0,261953605,261953605,2026-01-01 11:34:55.182,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244763,0.0742,2.0,261953606,261953606,2026-01-01 11:34:58.091,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244764,0.0742,1.0,261953607,261953607,2026-01-01 11:34:59.319,False,2026-01-01 11:30:00,2026-01-01 11:30:00,POPCATUSDT,45328984.0,3358363.2304316,1.95157068,1.791807,2.01195559,1.836558
80244765,0.0741,4.0,261953608,261953608,2026-01-01 11:35:00.367,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244766,0.0742,2.0,261953609,261953609,2026-01-01 11:35:00.621,False,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244767,0.0742,147.0,261953610,261953610,2026-01-01 11:35:01.062,False,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244768,0.0742,289.0,261953611,261953612,2026-01-01 11:35:01.995,False,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244769,0.0742,2.0,261953613,261953613,2026-01-01 11:35:04.492,False,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244770,0.0742,1.0,261953614,261953614,2026-01-01 11:35:05.941,False,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244771,0.0742,2.0,261953615,261953615,2026-01-01 11:35:07.278,False,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244772,0.0742,1.0,261953616,261953616,2026-01-01 11:35:10.059,False,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244773,0.0742,2.0,261953617,261953617,2026-01-01 11:35:13.606,False,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244774,0.0742,1.0,261953618,261953618,2026-01-01 11:35:16.903,False,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244775,0.0741,2.0,261953620,261953620,2026-01-01 11:35:18.912,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244776,0.0741,1.0,261953621,261953621,2026-01-01 11:35:20.058,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244777,0.0741,1.0,261953622,261953622,2026-01-01 11:35:21.378,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244778,0.0741,1.0,261953623,261953623,2026-01-01 11:35:22.580,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244779,0.0741,2.0,261953624,261953624,2026-01-01 11:35:23.996,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244780,0.0741,1.0,261953625,261953625,2026-01-01 11:35:27.149,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244781,0.0741,1.0,261953626,261953626,2026-01-01 11:35:28.911,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244782,0.0741,2.0,261953627,261953627,2026-01-01 11:35:32.626,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244783,0.0741,1.0,261953628,261953628,2026-01-01 11:35:34.735,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244784,0.0741,1.0,261953629,261953629,2026-01-01 11:35:36.854,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244785,0.0741,1.0,261953630,261953630,2026-01-01 11:35:40.059,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244786,0.0741,1.0,261953631,261953631,2026-01-01 11:35:42.503,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244787,0.0741,1.0,261953632,261953632,2026-01-01 11:35:44.135,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
80244788,0.0741,1.0,261953633,261953633,2026-01-01 11:35:47.341,True,2026-01-01 11:35:00,2026-01-01 11:35:00,POPCATUSDT,45322716.0,3362945.5272,1.93636364,1.790097,2.00169924,1.00991
